Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
06/18/2014,09:04:00,MCP,"2nd district, Bethesda",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,SOMERSET AT WISCONSIN AVE,,,No,No,No,No,No,No,No,No,No,No,NC,02 - Automobile,2010,NISSAN,ROGUE,SILVER,Citation,13-401(b1),Transportation Article,No,WHITE,F,HUNTERSVILLE,NC,NC,A - Marked Patrol,
07/10/2014,22:42:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,CHALMERS RD / NEW HAMPSHIRE AVE,39.0293466666667,-76.9841983333333,No,No,No,No,No,No,No,No,No,No,WV,02 - Automobile,2005,MAZDA,3,GRAY,Citation,22-226(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0293466666667, -76.9841983333333)"
02/21/2015,00:45:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,COLESVILLE RD @ NORTWEST DR,39.0455833333333,-76.9911566666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,TOYT,4D,BLACK,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.0455833333333, -76.9911566666667)"
06/07/2014,23:13:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,N/B RIDGE ROAD @ OBSERVATION DRIVE,39.2031383333333,-77.25041,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,MAZDA,TRIBUTE,WHITE,Citation,21-202(h2),Transportation Article,No,BLACK,F,UPPER MARLBORO,MD,MD,A - Marked Patrol,"(39.2031383333333, -77.25041)"
03/15/2015,22:57:00,MCP,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",MONTGOMERY VILLAGE AVE. @ CHRISTOPHER RD,39.1587516666667,-77.203635,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,CIVIC,BLUE,Citation,16-303(h),Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1587516666667, -77.203635)"
08/11/2014,04:19:00,MCP,"3rd district, Silver Spring",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,GEORGIA AVE/ 16TH STREET,39.0068083333333,-77.0392116666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,TOYOTA,CAMRY,WHITE,Citation,21-401,Transportation Article,No,HISPANIC,M,WALDORF,MD,MD,A - Marked Patrol,"(39.0068083333333, -77.0392116666667)"
07/05/2014,22:03:00,MCP,"3rd district, Silver Spring",KNOWINGLY DRIVING UNINSURED VEHICLE,NB 29 / FAIRLAND RD,39.0750233333333,-76.9569133333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,JEEP,SUV,GREEN,Citation,17-107,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0750233333333, -76.9569133333333)"
10/20/2014,08:47:00,MCP,"3rd district, Silver Spring",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,CEDAR STREET / BONIFANT STREET,38.9963533333333,-77.0205383333333,No,Yes,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1998,TOYT,COROLLA,"BLUE, DARK",Citation,21-401,Transportation Article,No,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9963533333333, -77.0205383333333)"
09/29/2014,19:28:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,BLUHILL ROAD/GOODHILL ROAD,39.1582116666667,-76.9912633333333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1994,FORD,PICK UP,GRAY,Citation,13-401(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1582116666667, -76.9912633333333)"
07/12/2014,00:08:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,SB ROCKVILLE PIKE @ OLD GEORGETOWN ROAD,39.0503783333333,-77.1151766666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,FORD,MUSTANG,BLACK,Citation,13-401(h),Transportation Article,No,ASIAN,M,HANOVER,MD,MD,A - Marked Patrol,"(39.0503783333333, -77.1151766666667)"
07/01/2014,08:33:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE @ ARCOLA AVE,39.0458083333333,-77.052015,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HYUNDAI,ACCENT,BLUE,Citation,13-401(h),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0458083333333, -77.052015)"
12/23/2014,09:14:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,FENTON AT SLIGO AVE,38.9900783333333,-77.0217133333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYOTA,CAMRY,GRAY,Citation,16-301(j),Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.9900783333333, -77.0217133333333)"
12/30/2014,10:40:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",E INDIAN SPRING DR @ BILTMORE DR,39.0131,-77.005365,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HONDA,SCCORD,"GREEN, DK",Citation,16-303(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0131, -77.005365)"
09/07/2014,13:00:00,MCP,"4th district, Wheaton",DRIVER FAIL TO YIELD INTERSECTION RIGHT-OF-WAY TO VEH. AFTER TURN ON RED,GEORGIA  AVE/ NORBECK ROAD,39.05844,-77.0479933333333,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2007,LEXUS,4S,"BLUE, DARK",Citation,21-202(k),Transportation Article,No,BLACK,M,POTOMAC,MD,MD,A - Marked Patrol,"(39.05844, -77.0479933333333)"
10/06/2015,15:35:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,COLESVILLE RD/SPRING ST,38.9990433333333,-77.0268233333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HOND,4S,BLACK,Citation,16-303(c),Transportation Article,No,WHITE,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(38.9990433333333, -77.0268233333333)"
01/24/2015,22:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,WHISPERING OAKS/STREAMSIDE DR,39.1497566666667,-77.2340533333333,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,BUICK,4S,SILVER,Citation,21-902(a1),Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1497566666667, -77.2340533333333)"
12/28/2014,13:55:00,MCP,"4th district, Wheaton",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,RANDOLPH RD/LIVINGSTON ST,39.05939,-77.0581366666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,ACURA,4D,"GREEN, DK",Citation,21-405(e1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05939, -77.0581366666667)"
05/31/2015,01:43:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,QUINCE ORCHARD / BANK ST,39.1397033333333,-77.2220416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,CHEVROLET,SUBURBAN,BLACK,Citation,16-112(c),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1397033333333, -77.2220416666667)"
08/08/2014,20:32:00,MCP,"1st district, Rockville",DRIVING VEH. ON HWY. WITH SUSPENDED REGISTRATION,28 @ SHADY GROVE ROAD,39.10295,-77.190715,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,SATU,OUTLOOK,SILVER,Citation,13-401(h),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.10295, -77.190715)"
11/23/2014,16:07:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ELLSWORTH AVE @ FENTON AVE,38.9975716666667,-77.02434,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,SCION,TC,MAROON,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9975716666667, -77.02434)"
09/11/2014,18:53:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,BONIFANT ST. @ DIXION AVE.,38.99383,-77.02809,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,FORD,F150,RED,Citation,16-303(d),Transportation Article,No,BLACK,M,DISTRICT HEIGHTS,MD,MD,A - Marked Patrol,"(38.99383, -77.02809)"
07/07/2014,18:10:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",ARCOLA AVE AND GEORGIA AVE,39.0694466666667,-77.1622966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HONDA,VN,BLUE,Citation,16-303(h),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0694466666667, -77.1622966666667)"
03/07/2016,15:28:00,MCP,"1st district, Rockville",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,16411 SHADYGROVE RD,39.124695,-77.175415,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BUICK,LUCERNE,WHITE,Citation,16-105(b1),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.124695, -77.175415)"
01/28/2015,12:26:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,118/DAWSON FARM,39.170095,-77.2787483333333,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2002,MERCURY,MOUNTAINEER,WHITE,Citation,13-401(h),Transportation Article,No,BLACK,M,DICKERSON,MD,MD,A - Marked Patrol,"(39.170095, -77.2787483333333)"
02/20/2016,05:17:00,MCP,"3rd district, Silver Spring",DRIVER CHANGING LANES WHEN UNSAFE,NEW HAMPSHIRE AVE /COLUMBIA PIKE,39.0497666666667,-76.9931433333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MERCEDES,C300,SILVER,Citation,21-309(b),Transportation Article,No,ASIAN,M,ELKRIDGE,MD,NY,A - Marked Patrol,"(39.0497666666667, -76.9931433333333)"
06/18/2014,18:20:00,MCP,"3rd district, Silver Spring",DOING FORBIDDEN ACT PERTAINING TO DRIVER'S LIC.,GEORGIA AVE/495,39.0117466666667,-77.0411283333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,AVALON,BLUE,Citation,16-301(q),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0117466666667, -77.0411283333333)"
01/31/2015,22:47:00,MCP,"4th district, Wheaton","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",RANDOLPH ROAD / GLENALLAN AVE,39.0638016666667,-77.0397083333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVY,IMPALA,GRAY,Citation,22-201.1,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.0638016666667, -77.0397083333333)"
12/11/2014,19:12:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,VEIRS MILL RD/GAYNOR RD,39.0597383333333,-77.08895,No,No,No,No,No,Yes,No,No,No,No,VA,02 - Automobile,2003,FORD,ESCAPE,GRAY,Citation,16-303(f),Transportation Article,No,BLACK,M,ARLINGTON,VA,VA,A - Marked Patrol,"(39.0597383333333, -77.08895)"
07/26/2014,12:05:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,MUDDY BRANCH RD / GRT SENECA HWY,39.1076783333333,-77.21873,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,MAZDA,3,BLUE,Citation,13-401(b1),Transportation Article,No,WHITE,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.1076783333333, -77.21873)"
04/07/2015,02:23:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO YIELD RIGHT OF WAY ENTERING HWY. FROM PRIVATE ROAD,GEORGIA AVENUE @ GEORGIAN WOODS PLACE,39.055335,-77.0500833333333,No,No,No,No,No,No,No,No,No,No,DC,08 - Recreational Vehicle,2014,DODGE,TK,"GREEN, DK",Citation,21-404(b),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.055335, -77.0500833333333)"
02/10/2015,19:24:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,NB RT 27 N OF HENDERSON CORNER RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,CHEV,TK,RED,Citation,13-401(h),Transportation Article,No,BLACK,M,DAMASCUS,MD,MD,A - Marked Patrol,
05/20/2014,18:14:00,MCP,"2nd district, Bethesda",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,RIVER RD / SEVEN LOCKS RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,MITS,TK,WHITE,Citation,13-411(a),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,
10/07/2014,02:44:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,NEW HAMPSHIRE AVE AND CRESTMORE DR,39.04553,-76.9909316666667,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2008,BUIC,4S,BLACK,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.04553, -76.9909316666667)"
06/02/2014,01:03:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE/ UNIVERSITY BLVD,39.058905,-77.0474716666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2008,FORD,TRUCK,RED,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.058905, -77.0474716666667)"
02/18/2015,03:40:00,MCP,"4th district, Wheaton","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",PARKING LOT OF 18143 VILLAGE CENTER DR,39.15305,-77.0633916666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2013,FORD,4D,BLACK,Citation,16-101(a),Transportation Article,No,BLACK,M,NEW CARROLLTON,MD,MD,A - Marked Patrol,"(39.15305, -77.0633916666667)"
05/22/2014,10:26:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MVA @ WALKERS CHOICE RD,39.16501,-77.204385,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,GEO,PRIZM,GREEN,Citation,16-101(a),Transportation Article,No,HISPANIC,M,MONTGOMERY VILLAGE,MD,NC,A - Marked Patrol,"(39.16501, -77.204385)"
08/07/2014,22:21:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,SHADY GROVE RD/ CORP BLVD,39.10995,-77.1877333333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,CHEV,TRAVERSE,GRAY,Citation,16-112(c),Transportation Article,No,BLACK,F,ROCKVILLE,MD,GA,A - Marked Patrol,"(39.10995, -77.1877333333333)"
09/15/2014,19:43:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,FIRST ST / MAPLE AVE,39.08136,-77.1373483333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,TOYOTA,COROLLA,BLACK,Citation,21-1124.2(d2),Transportation Article,No,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.08136, -77.1373483333333)"
08/01/2014,12:51:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING/ATTEMPTING DRIVE MOTOR VEH. ON HWY W/O REQ. LICENSE AND AUTHORIZATION,WOODFIELD RD/AIRPARK RD,39.14989,-77.23409,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,NISSAN,SENTRA,BLUE,Citation,16-101(a),Transportation Article,Yes,WHITE,M,CHEVERLY,MD,MD,A - Marked Patrol,"(39.14989, -77.23409)"
10/16/2014,22:33:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEH. ON HWY. ON SUSPENDED LIC. AND PRIVILEGE,NORBECK RD @ FIRESTONE DR,39.1209333333333,-76.9879833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,COROLLA,RED,Citation,16-303(c),Transportation Article,No,BLACK,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1209333333333, -76.9879833333333)"
09/03/2014,16:36:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NORBECK / BAUER DR,39.095555,-77.1113566666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,AUDI,4S,GRAY,Citation,13-411(f),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.095555, -77.1113566666667)"
08/09/2014,02:12:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,RIDGE RD @ OBSERVATION DR,39.2066333333333,-77.246635,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,HOND,4S,GRAY,Citation,21-204(b),Transportation Article,No,BLACK,M,NEW MARKET,MD,MD,A - Marked Patrol,"(39.2066333333333, -77.246635)"
09/05/2015,13:00:00,MCP,"5th district, Germantown",ATTEMPT BY DRIVER TO ELUDE UNIFORMED POLICE BY FLEEING ON FOOT,20141 CENTURY BLVD,39.0695116666667,-77.1622333333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,FORD,TAURUS,GREEN,Citation,21-904(b2),Transportation Article,No,BLACK,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.0695116666667, -77.1622333333333)"
04/03/2015,22:07:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,1020 NEW HAMPSHIRE AVE,39.0231283333333,-76.9780133333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,FORD,CROWN VIC,MAROON,Citation,16-101(a),Transportation Article,No,BLACK,M,SEVERN,MD,MD,A - Marked Patrol,"(39.0231283333333, -76.9780133333333)"
01/16/2015,08:20:00,MCP,"2nd district, Bethesda",DRIVINGTO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,S/B 270 @ SHADY GROVE,39.1068433333333,-77.18364,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,FORD,EXPLORER,SILVER,Citation,16-101(a),Transportation Article,No,BLACK,M,NEW CARROLLTON,MD,MD,A - Marked Patrol,"(39.1068433333333, -77.18364)"
01/18/2015,11:11:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,SPARTAN RD / PRINCE PHILLIP DR,39.1563633333333,-77.0586433333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,4RUNNER,BLACK,Citation,16-115(g),Transportation Article,No,BLACK,M,OLNEY,MD,MD,A - Marked Patrol,"(39.1563633333333, -77.0586433333333)"
05/05/2015,14:57:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SECOND AVE @ FENWICK LA,38.996895,-77.0327,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2008,TOYOTA,COROLLA,SILVER,Citation,21-1124.2(d2),Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,"(38.996895, -77.0327)"
02/03/2015,16:49:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,DEMOCRACY BLVD @ 495S RAMP,39.0216633333333,-77.14085,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,ACURA,MDX,SILVER,Citation,13-401(h),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(39.0216633333333, -77.14085)"
04/22/2015,11:45:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,1500 FOREST GLEN RD,39.0582666666667,-77.0487933333333,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2002,JEEP,SW,SILVER,Citation,16-101(a),Transportation Article,No,HISPANIC,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.0582666666667, -77.0487933333333)"
02/06/2015,21:43:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,OLD GEORGETOWN RD/ EDSON LN,39.0385216666667,-77.12285,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HONDA,CIVIC,"BLUE, LIGHT",Citation,13-411(f),Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0385216666667, -77.12285)"
04/09/2015,11:00:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,N/B GEORGIA AVE /  EXIT 495 WEST,39.0139616666667,-77.0545583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHRYSLER,300,SILVER,Citation,13-411(d),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0139616666667, -77.0545583333333)"
01/13/2016,19:36:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,VEIRS MILL RD/ASPEN HILL RD,39.06851,-77.10399,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHRY,4S,"BLUE, DARK",Citation,16-303(c),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.06851, -77.10399)"
07/16/2015,13:00:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,PINEY BRANCH RD AT ARLISS ST,38.9973016666667,-76.99957,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,CAMRY,BLUE,Citation,13-411(f),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9973016666667, -76.99957)"
11/04/2015,01:05:00,MCP,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,MIDDLEBROOK RD/COMMONS SHOPPING CENTER,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,LINC,4S,RED,Citation,21-902(b1),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,
02/24/2015,16:30:00,MCP,"1st district, Rockville",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,12721 TWINBROOK PK (PARKING GARAGE EXIT),39.0151766666667,-77.1001716666667,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,TRUCK,BLUE,Citation,21-801(b),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0151766666667, -77.1001716666667)"
03/24/2015,17:09:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,9919 WATKINS DR,39.2337916666667,-77.2060583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,DODG,VN,BLUE,Citation,13-401(h),Transportation Article,No,WHITE,M,ELDERSBURG,MD,MD,A - Marked Patrol,"(39.2337916666667, -77.2060583333333)"
05/08/2015,14:30:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,FENTON STREET / GIST AVENUE,38.9898516666667,-77.024005,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHRYSLER,PT CRUISER,BLACK,Citation,13-411(f),Transportation Article,No,WHITE,M,ELLICOTT CITY,MD,MD,A - Marked Patrol,"(38.9898516666667, -77.024005)"
05/08/2015,10:52:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,531 RANDOLPH RD,39.0614183333333,-77.053975,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,VOLK,4S,GRAY,Citation,21-801(b),Transportation Article,No,OTHER,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0614183333333, -77.053975)"
11/30/2015,23:01:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,MONTGOMERY VILLAGE AVE @ LOST KNIFE RD,39.155165,-77.2084016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,RANGE ROVER,SPORT HSE,SILVER,Citation,16-303(c),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.155165, -77.2084016666667)"
